beta0,gammaR,omega1,rel_2inf,gamma_mod,mu,beta1,ST_S,ST_I1,ST_R1,ST_R2,ST_I2,steady,mapi
405.7555555555556,40.55555555555556,0,0,1,0.02,0,0.0999999357816367,3.4558883586514037e-4,0.7007773615911642,2.4305867558501457e-11,0,TRUE,7.131416817523476
405.7555555555556,40.55555555555556,0.01,0,1,0.02,0,0.09999993591901944,3.4558554112179806e-4,0.6594690769559813,0.041159362752758305,1.4224089936615197e-4,TRUE,7.131484807023282
405.7555555555556,40.55555555555556,0.02,0,1,0.02,0,0.09999993345786856,3.455623416103527e-4,0.6227190658732249,0.07773594495541285,2.6862632609983957e-4,TRUE,7.131963583045669
405.7555555555556,40.55555555555556,0.03,0,1,0.02,0,0.09999993972087068,3.456172240242581e-4,0.589992610193642,0.11046054537449937,3.8177092552966053e-4,TRUE,7.130831060271586
405.7555555555556,40.55555555555556,0.04,0,1,0.02,0,0.10000000000838165,3.432728499999121e-4,0.5559821910357337,0.13961958976366273,4.7927614495712144e-4,TRUE,7.179530906792232
405.7555555555556,40.55555555555556,0.05,0,1,0.02,0,0.10000000000000567,3.45171948946535e-4,0.5328876787063351,0.1664697220955311,5.746067841630302e-4,TRUE,7.1400298997609575
405.7555555555556,40.55555555555556,0.06,0,1,0.02,0,0.09999999999989606,3.451893965366742e-4,0.5086427085342816,0.19066651828344533,6.581606038597111e-4,TRUE,7.139669007113262
405.7555555555556,40.55555555555556,0.07,0,1,0.02,0,0.10000000000005636,3.456049012700904e-4,0.4872220946166348,0.2128522163776684,7.356276922627214e-4,TRUE,7.131085314415102
405.7555555555556,40.55555555555556,0.08,0,1,0.02,0,0.10000000000001538,3.456507687058355e-4,0.46697400145469453,0.23312315422419708,8.057919746071099e-4,TRUE,7.130139028084894
405.7555555555556,40.55555555555556,0.09,0,1,0.02,0,0.10000000000000468,3.456346087708809e-4,0.4482448864820928,0.2517551395228659,8.701528915504119e-4,TRUE,7.130472393378726
405.7555555555556,40.55555555555556,0.1,0,1,0.02,0,0.0999999999999938,3.452817324761807e-4,0.43039654821567064,0.268829855589348,9.282203827921051e-4,TRUE,7.137759702381704
405.7555555555556,40.55555555555556,0.11,0,1,0.02,0,0.09999999999996473,3.450268293246412e-4,0.4140145282607311,0.28464112074703163,9.82088233867292e-4,TRUE,7.143033024014778
405.7555555555556,40.55555555555556,0.12,0,1,0.02,0,0.10000000000001824,3.4557928829823906e-4,0.4000776248500485,0.29964486582663613,0.0010355105947457636,TRUE,7.131613842291662
405.7555555555556,40.55555555555556,0.13,0,1,0.02,0,0.10000000000000635,3.455601557994484e-4,0.3862363261744028,0.3133998934809578,0.0010829851601880688,TRUE,7.132008695665013
405.7555555555556,40.55555555555556,0.14,0,1,0.02,0,0.10000000000000767,3.456924535230147e-4,0.3735483875661614,0.32631105494134227,0.001128032691943485,TRUE,7.129279250734192
405.7555555555556,40.55555555555556,0.15,0,1,0.02,0,0.10000000000004251,3.456620851362679e-4,0.3614421692724818,0.3383143013189179,0.0011694242682524923,TRUE,7.129905598600568
405.7555555555556,40.55555555555556,0.16,0,1,0.02,0,0.10000000000000499,3.456663953476489e-4,0.3501428539209482,0.3495833887907933,0.0012083922987672453,TRUE,7.129816693804874
405.7555555555556,40.55555555555556,0.17,0,1,0.02,0,0.10000000000002976,3.4565110613376333e-4,0.33950117171467964,0.3601575715378279,0.0012448886298445999,TRUE,7.13013206757473
405.7555555555556,40.55555555555556,0.18,0,1,0.02,0,0.09999999999998235,3.4533601119203435e-4,0.3290679058607882,0.3699193188803866,0.001277464620450209,TRUE,7.136637814081147
405.7555555555556,40.55555555555556,0.19,0,1,0.02,0,0.10000000000001807,3.456733860603658e-4,0.32011474753696667,0.37952215599795563,0.001311907087487215,TRUE,7.129672504225228
405.7555555555556,40.55555555555556,0.2,0,1,0.02,0,0.10000000000000897,3.4565234473751263e-4,0.31118729835129716,0.3883764129663897,0.001342432177825688,TRUE,7.130106517601046
405.7555555555556,40.55555555555556,0.21,0,1,0.02,0,0.10000000000001967,3.4569270177705437e-4,0.30282282491763984,0.3967934676271181,0.0013716860587147657,TRUE,7.129274130949005
405.7555555555556,40.55555555555556,0.22,0,1,0.02,0,0.09999999999999755,3.4537998075281494e-4,0.29444644603719383,0.4045103062049675,0.0013970976177138659,TRUE,7.1357292645194415
405.7555555555556,40.55555555555556,0.23,0,1,0.02,0,0.10000000000001912,3.4562750368214053e-4,0.28720002257440463,0.4122309651866689,0.0014247835943792576,TRUE,7.130618974997885
405.7555555555556,40.55555555555556,0.24,0,1,0.02,0,0.10000000000001558,0.00034568850246421377,0.28008971398072535,0.4194397942061526,0.0014499551433300262,TRUE,7.129360735080149
405.7555555555556,40.55555555555556,0.25,0,1,0.02,0,0.09999999999997208,3.4559950237330147e-4,0.2731457038319374,0.426180409716512,0.001472877375192747,TRUE,7.131196715019967
405.7555555555556,40.55555555555556,0.26,0,1,0.02,0,0.10000000000002007,3.457090506704668e-4,0.2667674042008297,0.4327576439826797,0.0014960823427160837,TRUE,7.1289369811328545
405.7555555555556,40.55555555555556,0.27,0,1,0.02,0,0.10000000000002576,3.4569778706971887e-4,0.2605463467897318,0.4389345566083144,0.001517387048878775,TRUE,7.129169257713486
405.7555555555556,40.55555555555556,0.28,0,1,0.02,0,0.10000000000001312,3.459042534097037e-4,0.2548575459914143,0.4450200689645175,0.0015393433470747315,TRUE,7.124913937146412
405.7555555555556,40.55555555555556,0.29,0,1,0.02,0,0.09999999999999964,3.457235074220022e-4,0.2489881495919711,0.45050479503525626,0.0015575009785001907,TRUE,7.128638877971122
405.7555555555556,40.55555555555556,0.3,0,1,0.02,0,0.10000000000001899,3.45719576449762e-4,0.24356780470073308,0.45589853926784396,0.0015761304989971182,TRUE,7.128719933495451
405.7555555555556,40.55555555555556,0.31,0,1,0.02,0,0.10000000000001263,3.4574111142068333e-4,0.23840587420808285,0.46108610417378976,0.001594164221176594,TRUE,7.128275911157918
405.7555555555556,40.55555555555556,0.32,0,1,0.02,0,0.10000000000001256,3.457424606143199e-4,0.23343777301531396,0.4660398079531505,0.0016112974994592726,TRUE,7.1282480944284305
405.7555555555556,40.55555555555556,0.33,0,1,0.02,0,0.10000000000001766,3.457466921289362e-4,0.22867559834500925,0.47079410564721075,0.0016277550470129246,TRUE,7.128160853431808
405.7555555555556,40.55555555555556,0.34,0,1,0.02,0,0.10000000000002429,3.4574450490893236e-4,0.22409741504464029,0.47535210501641145,0.0016435037820626691,TRUE,7.128205947007522
405.7555555555556,40.55555555555556,0.35000000000000003,0,1,0.02,0,0.09999999999997478,3.4564011146164734e-4,0.21959503221481563,0.4796285163771423,0.0016577885386077661,TRUE,7.1303588741912876
405.7555555555556,40.55555555555556,0.36,0,1,0.02,0,0.1000000000000074,3.46101181119893e-4,0.21583051155484612,0.4843095712363903,0.0016762011463255142,TRUE,7.120859940617427
