beta0,gammaR,omega1,rel_2inf,gamma_mod,mu,beta1,ST_S,ST_I1,ST_R1,ST_R2,ST_I2,mapi,steady
202.8777777777778,40.55555555555556,0.9400000000000001,0.96,1,0.02,0,0.005570371852015045,4.901619285465707e-4,0.7735870072937826,0.202530862654151,0.01782159627150348,0.28007873530423993,TRUE
202.8777777777778,40.55555555555556,0.9500000000000001,0.96,1,0.02,0,0.005514659872424441,4.901893894051238e-4,0.7733984483956142,0.2025888959662246,0.01800780637633104,0.27726199924259404,TRUE
202.8777777777778,40.55555555555556,0.96,0.96,1,0.02,0,0.0054600773056884865,4.902162935674911e-4,0.7732100262399657,0.20264575280657446,0.01819392735420377,0.27450267108918874,TRUE
202.8777777777778,40.55555555555556,0.97,0.96,1,0.02,0,0.0054065901523949605,4.902426577922369e-4,0.7730217393452096,0.20270146859125526,0.018379959253347018,0.2717990134895108,TRUE
202.8777777777778,40.55555555555556,0.98,0.96,1,0.02,0,0.005354165764257327,4.902684981719527e-4,0.7728335862860894,0.20275607732889867,0.018565902122580965,0.26914935849358446,TRUE
202.8777777777778,40.55555555555556,0.99,0.96,1,0.02,0,0.005302772777657877,4.902938301660054e-4,0.7726455656909511,0.2028096116899398,0.018751756011288073,0.26655210412447206,TRUE
202.8777777777778,40.55555555555556,1,0.96,1,0.02,0,0.005252381051075237,4.903186686313761e-4,0.772457676239113,0.2028621030717967,0.018937520969382452,0.2640057111483739,TRUE
202.8777777777778,40.55555555555556,1.01,0.96,1,0.02,0,0.005202961606133793,4.903430278517324e-4,0.7722699166584556,0.20291358166027737,0.019123197047282152,0.2615087000326297,TRUE
202.8777777777778,40.55555555555556,1.02,0.96,1,0.02,0,0.005154486572032997,4.903669215648009e-4,0.7720822857230553,0.20296407648746573,0.019308784295881218,0.25905964807902887,TRUE
202.8777777777778,40.55555555555556,1.03,0.96,1,0.02,0,0.00510692913313239,4.903903629882135e-4,0.7718947822510325,0.2030136154863205,0.019494282766524828,0.2566571867207117,TRUE
202.8777777777778,40.55555555555556,1.04,0.96,1,0.02,0,0.005060263479485372,4.904133648438918e-4,0.7717074051024815,0.20306222554220268,0.01967969251098534,0.2542999989718996,TRUE
202.8777777777778,40.55555555555556,1.05,0.96,1,0.02,0,0.005014464760129909,4.904359393810635e-4,0.7715201531775173,0.20310993254153134,0.01986501358143949,0.25198681702046166,TRUE
202.8777777777778,40.55555555555556,1.06,0.96,1,0.02,0,0.004969509038958601,4.904580983980149e-4,0.7713330254144446,0.20315676141775146,0.020050246030446885,0.24971641995406862,TRUE
202.8777777777778,40.55555555555556,1.07,0.96,1,0.02,0,0.004925373253003424,4.904798532626632e-4,0.7711460207880133,0.2032027361947881,0.020235389910930275,0.24748763161135906,TRUE
202.8777777777778,40.55555555555556,1.08,0.96,1,0.02,0,0.004882035172982387,4.905012149319872e-4,0.7709591383077846,0.2032478800281434,0.0204204452761559,0.24529931855019005,TRUE
202.8777777777778,40.55555555555556,1.09,0.96,1,0.02,0,0.004839473365966344,4.905221939704425e-4,0.7707723770165619,0.20329221524378502,0.020605412179715746,0.2431503881255751,TRUE
202.8777777777778,40.55555555555556,1.1,0.96,1,0.02,0,0.0047976671600341554,4.905428005673727e-4,0.7705857359889215,0.20333576337496448,0.020790290675510213,0.2410397866704793,TRUE
202.8777777777778,40.55555555555556,1.11,0.96,1,0.02,0,0.00475659661079377,4.905630445535279e-4,0.7703992143298317,0.2033785451970899,0.020975080817732476,0.23896649777308884,TRUE
202.8777777777778,40.55555555555556,1.12,0.96,1,0.02,0,0.004716242469655327,4.905829354166767e-4,0.7702128111732999,0.20342058076077565,0.021159782660851972,0.23692954064467076,TRUE
202.8777777777778,40.55555555555556,1.1300000000000001,0.96,1,0.02,0,0.004676586153750153,4.906024823164609e-4,0.7700265256811579,0.20346188942317692,0.021344396259601276,0.23492796857246198,TRUE
202.8777777777778,40.55555555555556,1.1400000000000001,0.96,1,0.02,0,0.004637609717397037,4.906216940984394e-4,0.7698403570418313,0.2035024898777114,0.021528921668961032,0.2329608674525234,TRUE
