R0,beta1,gamma,omega,rho,disease,CFR_lo_time,cumcases_hi_time,cumdeaths_1yr
1.05,0.2,40.55555555555556,1.05,0.7,covid,Inf,Inf,8.248658816181303
1.25625,0.2,40.55555555555556,1.05,0.7,covid,Inf,24.126027397260273,14337.92157316382
1.4625000000000001,0.2,40.55555555555556,1.05,0.7,covid,Inf,5.065753424657534,2977409.367171418
1.6687500000000002,0.2,40.55555555555556,1.05,0.7,covid,22.235616438356164,0.9616438356164384,3778413.4797169147
1.875,0.2,40.55555555555556,1.05,0.7,covid,13.441095890410958,0.7890410958904109,3843154.4110986893
2.08125,0.2,40.55555555555556,1.05,0.7,covid,10.336986301369864,0.7616438356164383,3825062.0641399478
2.2875,0.2,40.55555555555556,1.05,0.7,covid,8.276712328767124,0.6575342465753424,3867931.9225934967
2.4937500000000004,0.2,40.55555555555556,1.05,0.7,covid,6.964383561643835,0.4465753424657534,3988893.0187362344
2.7,0.2,40.55555555555556,1.05,0.7,covid,5.586301369863014,0.33972602739726027,4136054.697117645
2.90625,0.2,40.55555555555556,1.05,0.7,covid,5.005479452054795,0.2821917808219178,4275765.978045614
3.1125,0.2,40.55555555555556,1.05,0.7,covid,4.161643835616438,0.2410958904109589,4395659.047852539
3.3187500000000005,0.2,40.55555555555556,1.05,0.7,covid,3.871232876712329,0.2136986301369863,4495495.244622185
3.5250000000000004,0.2,40.55555555555556,1.05,0.7,covid,3.1342465753424658,0.1917808219178082,4579372.4770562705
3.73125,0.2,40.55555555555556,1.05,0.7,covid,2.926027397260274,0.1726027397260274,4647736.911703425
3.9375,0.2,40.55555555555556,1.05,0.7,covid,2.73972602739726,0.1589041095890411,4695532.9896677835
4.143750000000001,0.2,40.55555555555556,1.05,0.7,covid,2.1671232876712327,0.14794520547945206,4722893.347544498
4.3500000000000005,0.2,40.55555555555556,1.05,0.7,covid,1.9863013698630136,0.136986301369863,4737070.291586958
4.55625,0.2,40.55555555555556,1.05,0.7,covid,1.841095890410959,0.12876712328767123,4744718.447232324
4.7625,0.2,40.55555555555556,1.05,0.7,covid,1.7342465753424658,0.12054794520547946,4749007.170289458
4.96875,0.2,40.55555555555556,1.05,0.7,covid,1.641095890410959,0.11506849315068493,4751789.558095734
5.175,0.2,40.55555555555556,1.05,0.7,covid,1.473972602739726,0.10684931506849316,4753618.566658328
5.3812500000000005,0.2,40.55555555555556,1.05,0.7,covid,1.1205479452054794,0.10136986301369863,4754834.125659386
